InvoiceNo,Quantity,UnitPrice,Value,Time,CumulativeSum,BuyingClass,Frequency,CumulativeFreq,FrequencyClass
9875317,171,54.8,244.41000000000003,204,128561.41000000016,Low spender,1,825,Low Frequency
11038734,250,20.689999999999998,242.43999999999994,304,125636.68000000015,Low spender,1,826,Low Frequency
9685444,91,59.750000000000014,282.45,153,161403.8100000002,Low spender,1,827,Low Frequency
9832500,183,41.160000000000004,282.92999999999995,252,161969.3400000002,Low spender,1,828,Low Frequency
8412435,184,39.13,283.12000000000006,180,162252.4600000002,Low spender,1,829,Low Frequency
9281898,189,29.32,269.1,221,149827.24000000022,Low spender,1,830,Low Frequency
6381738,196,13.75,269.96000000000004,110,150097.20000000022,Low spender,1,831,Low Frequency
14230275,87,120.05000000000004,270.8,300,151179.7900000002,Low spender,1,832,Low Frequency
8629800,186,26.849999999999998,270.90000000000003,195,151450.6900000002,Low spender,1,833,Low Frequency
9321678,84,80.1,271.0,221,151721.6900000002,Low spender,1,834,Low Frequency
5390790,79,51.650000000000006,271.04999999999995,80,151992.7400000002,Low spender,1,835,Low Frequency
38092920,197,153.29999999999998,313.49,852,209426.82000000015,Low spender,1,836,Low Frequency
4399256,44,60.00000000000001,313.79999999999995,128,210054.24000000014,Low spender,1,837,Low Frequency
18600686,106,152.19,267.17999999999995,510,149289.56000000023,Low spender,1,838,Low Frequency
44698808,262,183.57000000000002,389.8399999999999,1001,325775.2100000004,Low spender,1,839,Low Frequency
1134650,200,3.58,358.0,28,278451.44000000006,Low spender,1,840,Low Frequency
20944004,136,124.38000000000001,358.37999999999994,570,278809.82000000007,Low spender,1,841,Low Frequency
560199,144,2.49,358.56000000000006,12,279168.38000000006,Low spender,1,842,Low Frequency
11795553,296,103.31000000000002,358.8199999999999,189,279527.20000000007,Low spender,1,843,Low Frequency
1162770,96,7.5,360.0,26,279887.20000000007,Low spender,1,844,Low Frequency
48469125,335,148.61999999999992,360.1600000000003,1105,280607.37000000005,Low spender,1,845,Low Frequency
74083969,212,265.34000000000003,360.9299999999999,1408,280968.30000000005,Low spender,1,846,Low Frequency
23486400,233,111.90000000000005,361.10999999999996,420,281329.41000000003,Low spender,1,847,Low Frequency
12342924,256,37.029999999999994,361.2199999999999,264,281690.63,Low spender,1,848,Low Frequency
19423792,282,84.61000000000003,362.06000000000006,510,282776.21,Low spender,1,849,Low Frequency
20623392,326,110.29000000000002,267.13,468,148755.22000000023,Low spender,1,850,Low Frequency
5462540,62,70.83999999999999,268.58000000000004,140,149558.14000000022,Low spender,1,851,Low Frequency
14871195,293,48.81000000000001,267.03000000000003,378,148221.01000000024,Low spender,1,852,Low Frequency
20996391,110,136.64000000000001,283.28,429,162818.8900000002,Low spender,1,853,Low Frequency
7719460,150,39.669999999999995,259.45,168,142935.3500000002,Low spender,1,854,Low Frequency
29601504,242,93.17000000000002,283.71,756,163386.07000000018,Low spender,1,855,Low Frequency
27333950,252,84.44000000000004,283.7299999999999,800,163669.8000000002,Low spender,1,856,Low Frequency
1128970,9,39.900000000000006,284.55,26,164238.81000000017,Low spender,1,857,Low Frequency
11550860,182,47.80999999999999,285.56,280,164524.37000000017,Low spender,1,858,Low Frequency
9690119,180,35.839999999999996,286.84,153,165669.63000000018,Low spender,1,859,Low Frequency
24762352,177,76.52999999999999,272.81999999999994,598,154440.02000000022,Low spender,1,860,Low Frequency
2219240,5,265.9,271.85,52,153078.4300000002,Low spender,1,861,Low Frequency
22883680,291,138.73999999999998,259.34999999999997,560,142675.9000000002,Low spender,1,862,Low Frequency
6332403,132,22.229999999999997,266.76,165,147687.01000000024,Low spender,1,863,Low Frequency
27199041,201,90.24000000000004,261.11000000000007,517,143977.5600000002,Low spender,1,864,Low Frequency
12149193,128,58.75000000000001,271.20000000000005,294,152263.9400000002,Low spender,1,865,Low Frequency
17707107,148,78.31,262.20000000000005,372,144239.7600000002,Low spender,1,866,Low Frequency
32842032,173,106.59000000000003,262.68,627,144502.4400000002,Low spender,1,867,Low Frequency
5995308,109,41.32,264.7,165,145559.1000000002,Low spender,1,868,Low Frequency
1655967,120,5.949999999999999,265.2,45,145824.30000000022,Low spender,1,869,Low Frequency
11380020,163,37.400000000000006,265.54999999999995,340,146089.8500000002,Low spender,1,870,Low Frequency
13004688,73,98.20000000000002,265.85,384,146621.46000000022,Low spender,1,871,Low Frequency
38288880,159,155.97999999999993,265.9999999999999,840,146887.46000000022,Low spender,1,872,Low Frequency
7690298,88,108.2,266.4,126,147420.25000000023,Low spender,1,873,Low Frequency
7930720,120,36.61000000000001,266.97,126,147953.98000000024,Low spender,1,874,Low Frequency
10422602,209,40.67,257.22999999999996,190,140608.37000000017,Low spender,1,875,Low Frequency
4292537,144,12.969999999999999,256.44000000000005,120,140351.14000000016,Low spender,1,876,Low Frequency
5700900,56,52.330000000000005,256.38,110,140094.70000000016,Low spender,1,877,Low Frequency
1153582,288,1.78,256.32,26,139838.32000000015,Low spender,1,878,Low Frequency
9124903,113,85.15,311.24999999999994,238,205058.09000000014,Low spender,1,879,Low Frequency
3964786,43,111.89,309.05000000000007,91,200715.36000000016,Low spender,1,880,Low Frequency
7279363,120,48.79,309.4,130,201334.12000000014,Low spender,1,881,Low Frequency
7694344,168,28.459999999999997,309.52,154,201643.64000000013,Low spender,1,882,Low Frequency
8326995,114,53.03000000000001,309.53999999999996,225,201953.18000000014,Low spender,1,883,Low Frequency
10400526,113,111.26,309.6499999999999,144,202262.83000000013,Low spender,1,884,Low Frequency
5493110,64,156.64999999999998,310.05,90,202882.6800000001,Low spender,1,885,Low Frequency
10991840,146,101.68,310.26,200,203192.94000000012,Low spender,1,886,Low Frequency
10378617,175,76.64000000000001,310.47,247,203503.41000000012,Low spender,1,887,Low Frequency
7892556,122,50.39000000000001,288.17999999999995,140,167108.56000000017,Low spender,1,888,Low Frequency
11951793,666,48.879999999999995,310.62000000000006,294,203814.03000000012,Low spender,1,889,Low Frequency
8843072,190,42.56,311.3,240,205680.65000000014,Low spender,1,890,Low Frequency
9244992,114,67.67,308.74,128,199788.33000000016,Low spender,1,891,Low Frequency
9253746,149,62.050000000000004,311.54999999999995,136,205992.20000000013,Low spender,1,892,Low Frequency
6701460,139,31.05,311.65000000000003,156,206303.85000000012,Low spender,1,893,Low Frequency
11353260,311,37.9,311.69,300,206615.54000000012,Low spender,1,894,Low Frequency
15677516,386,42.11000000000001,311.71,319,206927.25000000012,Low spender,1,895,Low Frequency
11804914,313,38.95,311.81000000000006,352,207239.0600000001,Low spender,1,896,Low Frequency
6158768,200,16.330000000000002,311.92,121,207550.98000000013,Low spender,1,897,Low Frequency
36069440,133,165.46000000000006,312.13999999999993,1088,207863.12000000014,Low spender,1,898,Low Frequency
9725462,200,33.11,311.15999999999997,238,204746.84000000014,Low spender,1,899,Low Frequency
9658926,93,89.09000000000002,303.97,162,189362.6800000002,Low spender,1,900,Low Frequency
30587058,185,129.92000000000002,303.16,756,188451.0300000002,Low spender,1,901,Low Frequency
8753952,207,35.769999999999996,298.10999999999996,176,178823.1100000002,Low spender,1,902,Low Frequency
30402120,136,179.89999999999992,289.2399999999999,728,167974.82000000018,Low spender,1,903,Low Frequency
6989450,124,41.720000000000006,289.35,195,168264.1700000002,Low spender,1,904,Low Frequency
31697655,225,129.15000000000003,289.82,770,169133.13000000018,Low spender,1,905,Low Frequency
5029848,220,24.49,289.96000000000004,117,169423.09000000017,Low spender,1,906,Low Frequency
8364045,106,84.23,290.35999999999996,180,170293.60000000015,Low spender,1,907,Low Frequency
10250462,189,73.36,290.51,190,170874.51000000015,Low spender,1,908,Low Frequency
10890021,281,23.830000000000005,290.65999999999997,152,171165.17000000016,Low spender,1,909,Low Frequency
10955932,222,36.57,291.88,152,172330.33000000016,Low spender,1,910,Low Frequency
49608270,132,200.83000000000007,292.3199999999999,870,172914.65000000017,Low spender,1,911,Low Frequency
20253393,172,87.44,292.46999999999997,592,173207.12000000017,Low spender,1,912,Low Frequency
27321300,305,102.93000000000005,294.87999999999994,650,175263.74000000017,Low spender,1,913,Low Frequency
7434635,408,13.9,298.4,182,179121.51000000018,Low spender,1,914,Low Frequency
11102120,164,67.91999999999999,294.9200000000001,280,175558.66000000018,Low spender,1,915,Low Frequency
12536436,178,81.44000000000001,295.93,286,176149.59000000017,Low spender,1,916,Low Frequency
4904253,152,31.770000000000003,296.24999999999994,135,176445.84000000017,Low spender,1,917,Low Frequency
48298020,104,251.3799999999999,296.41999999999996,1360,176742.26000000018,Low spender,1,918,Low Frequency
7359001,204,25.040000000000003,296.64000000000004,117,177038.9000000002,Low spender,1,919,Low Frequency
7775670,136,57.74000000000002,296.70000000000005,266,177335.6000000002,Low spender,1,920,Low Frequency
8088024,308,13.200000000000003,297.0,168,177929.3500000002,Low spender,1,921,Low Frequency
10201302,262,56.17000000000001,297.65000000000003,252,178227.0000000002,Low spender,1,922,Low Frequency
3822616,21,230.79999999999998,298.0,77,178525.0000000002,Low spender,1,923,Low Frequency
9816228,110,88.09,312.38,162,208487.73000000016,Low spender,1,924,Low Frequency
5127453,182,17.59,312.98,72,209113.33000000016,Low spender,1,925,Low Frequency
19167027,642,19.330000000000005,312.62,363,208800.35000000015,Low spender,1,926,Low Frequency
11489600,184,63.37000000000002,308.94000000000005,240,200097.27000000016,Low spender,1,927,Low Frequency
9927885,160,62.90000000000001,288.59999999999997,162,167685.5800000002,Low spender,1,928,Low Frequency
12088167,342,68.20000000000003,288.14,273,166820.38000000018,Low spender,1,929,Low Frequency
3382356,164,9.73,313.61999999999995,102,209740.44000000015,Low spender,1,930,Low Frequency
15288318,245,57.470000000000006,252.72999999999996,297,137034.86000000016,Low spender,1,931,Low Frequency
5687130,107,34.03,248.60999999999999,160,132514.61000000016,Low spender,1,932,Low Frequency
5964640,48,94.05000000000001,249.0,154,132763.61000000016,Low spender,1,933,Low Frequency
9147836,222,25.630000000000003,249.85999999999999,255,133263.19000000015,Low spender,1,934,Low Frequency
541043,2,125.0,250.0,12,133513.19000000015,Low spender,1,935,Low Frequency
28547655,144,155.87,250.03999999999994,689,133763.23000000016,Low spender,1,936,Low Frequency
7531482,149,91.62,308.28000000000003,154,198862.53000000017,Low spender,1,937,Low Frequency
8213580,143,62.03,251.20999999999998,150,134514.85000000015,Low spender,1,938,Low Frequency
7174652,140,49.14,252.06000000000003,130,136025.12000000014,Low spender,1,939,Low Frequency
2815375,158,16.85,252.1,80,136277.22000000015,Low spender,1,940,Low Frequency
9193243,144,43.69000000000001,252.42000000000004,187,136529.64000000016,Low spender,1,941,Low Frequency
31167402,104,148.26999999999998,252.79999999999998,696,137287.66000000015,Low spender,1,942,Low Frequency
23280802,101,131.47999999999996,248.41999999999993,688,132017.3900000002,Low spender,1,943,Low Frequency
10668842,270,22.789999999999996,254.82000000000002,285,138303.73000000016,Low spender,1,944,Low Frequency
9816293,316,23.339999999999996,255.4,187,138814.25000000015,Low spender,1,945,Low Frequency
6867924,205,21.25,255.9,120,139070.15000000014,Low spender,1,946,Low Frequency
6998043,129,39.599999999999994,255.95,169,139582.00000000015,Low spender,1,947,Low Frequency
1093748,88,12.01,251.51999999999998,32,135017.58000000013,Low spender,1,948,Low Frequency
9453785,259,48.30999999999999,307.90000000000003,272,198554.25000000017,Low spender,1,949,Low Frequency
2151040,106,17.71,307.82,44,198246.35000000018,Low spender,1,950,Low Frequency
9147648,170,49.72000000000001,307.78,144,197938.53000000017,Low spender,1,951,Low Frequency
7830760,66,88.29000000000002,308.58,224,199479.59000000017,Low spender,1,952,Low Frequency
9330637,183,61.650000000000006,304.25,221,189666.9300000002,Low spender,1,953,Low Frequency
3863181,272,8.82,306.72,63,194557.51000000018,Low spender,1,954,Low Frequency
1123808,252,2.51,304.56,16,190580.2100000002,Low spender,1,955,Low Frequency
48713127,154,211.82999999999984,305.0199999999998,1305,190885.23000000019,Low spender,1,956,Low Frequency
10172808,221,28.270000000000003,305.28,270,191190.51000000018,Low spender,1,957,Low Frequency
1102368,288,2.12,305.28,18,191495.79000000018,Low spender,1,958,Low Frequency
6253819,152,26.529999999999998,305.5400000000001,143,191801.3300000002,Low spender,1,959,Low Frequency
10192986,186,31.419999999999998,305.62,252,192106.9500000002,Low spender,1,960,Low Frequency
5014044,45,88.95,305.75,144,192412.7000000002,Low spender,1,961,Low Frequency
10981060,224,51.93000000000001,305.78000000000003,200,192718.48000000019,Low spender,1,962,Low Frequency
8311380,170,41.589999999999996,306.13,180,193024.6100000002,Low spender,1,963,Low Frequency
6302186,111,60.050000000000004,306.45000000000005,99,193331.0600000002,Low spender,1,964,Low Frequency
23177817,150,109.27,306.84,602,194864.35000000018,Low spender,1,965,Low Frequency
11527760,214,44.220000000000006,308.47999999999996,200,199171.01000000018,Low spender,1,966,Low Frequency
8182065,470,30.539999999999996,306.94,150,195171.29000000018,Low spender,1,967,Low Frequency
13284662,258,68.93,307.0899999999999,368,195785.40000000017,Low spender,1,968,Low Frequency
8710304,72,97.65,307.4,192,196092.80000000016,Low spender,1,969,Low Frequency
9914436,120,79.13,307.46,270,196400.26000000015,Low spender,1,970,Low Frequency
8226780,123,59.74000000000001,307.53000000000003,165,197015.27000000016,Low spender,1,971,Low Frequency
11673312,336,57.2,307.72,315,197322.99000000017,Low spender,1,972,Low Frequency
8688592,196,25.3,294.40000000000003,256,174968.86000000016,Low spender,1,973,Low Frequency
11582980,196,49.21,361.62,260,282052.25,Low spender,1,974,Low Frequency
9146034,80,160.64000000000001,363.53,187,283866.0300000001,Low spender,1,975,Low Frequency
12114168,137,74.2,383.95,352,314155.94000000024,Low spender,1,976,Low Frequency
10914360,76,112.20000000000002,315.59999999999997,200,212571.25000000015,Low spender,1,977,Low Frequency
9771534,162,65.97000000000003,316.26,198,213519.87000000014,Low spender,1,978,Low Frequency
31239324,170,131.39000000000004,316.49999999999994,702,213836.37000000014,Low spender,1,979,Low Frequency
4854735,258,21.640000000000004,316.58000000000004,117,214152.95000000013,Low spender,1,980,Low Frequency
7350317,341,15.56,316.61999999999995,143,214469.57000000012,Low spender,1,981,Low Frequency
12503238,185,53.900000000000006,316.67999999999995,308,214786.25000000012,Low spender,1,982,Low Frequency
6880740,161,26.639999999999997,316.88,180,215419.83000000013,Low spender,1,983,Low Frequency
7514715,430,24.2,320.46000000000004,195,220834.03000000014,Low spender,1,984,Low Frequency
3817135,46,216.7,317.15,84,215736.98000000013,Low spender,1,985,Low Frequency
6269098,170,35.290000000000006,315.05999999999995,187,211940.59000000014,Low spender,1,986,Low Frequency
21372227,159,129.25,317.61999999999995,646,216689.33000000013,Low spender,1,987,Low Frequency
22854880,268,77.96,342.63,440,253921.42000000004,Low spender,1,988,Low Frequency
5682050,108,34.3,318.0,150,217642.91000000015,Low spender,1,989,Low Frequency
12731114,183,45.129999999999995,318.1699999999999,198,217961.08000000016,Low spender,1,990,Low Frequency
7509034,64,79.73,318.4800000000001,130,218279.56000000017,Low spender,1,991,Low Frequency
38848518,213,131.46,318.65000000000003,897,218598.21000000017,Low spender,1,992,Low Frequency
11665332,333,23.950000000000006,319.0199999999999,294,219554.99000000017,Low spender,1,993,Low Frequency
42063549,617,88.60000000000007,319.46999999999997,876,219874.46000000017,Low spender,1,994,Low Frequency
6003965,160,31.15,328.8,132,233503.76000000007,Low spender,1,995,Low Frequency
6107761,343,75.01,346.98,165,259781.69000000006,Low spender,1,996,Low Frequency
8515515,480,12.669999999999998,317.76,135,217007.09000000014,Low spender,1,997,Low Frequency
10896652,85,142.31,317.81999999999994,228,217324.91000000015,Low spender,1,998,Low Frequency
3308478,90,19.88,314.22,78,210996.39000000013,Low spender,1,999,Low Frequency
11890242,208,80.92000000000002,337.74,294,249158.41000000006,Low spender,1,1000,Low Frequency
7057531,196,24.149999999999995,324.6,169,226964.1700000001,Low spender,1,1001,Low Frequency
13096568,168,90.94999999999999,324.79999999999995,230,227288.9700000001,Low spender,1,1002,Low Frequency
11399052,293,31.300000000000008,325.75,231,227939.8200000001,Low spender,1,1003,Low Frequency
6564768,155,159.23000000000002,320.62,156,221475.23000000013,Low spender,1,1004,Low Frequency
13198067,264,48.990000000000016,325.91,253,228265.7300000001,Low spender,1,1005,Low Frequency
8587168,144,47.800000000000004,326.00000000000006,192,228917.6900000001,Low spender,1,1006,Low Frequency
12029031,180,57.480000000000004,326.24000000000007,231,229243.93000000008,Low spender,1,1007,Low Frequency
554262,384,0.85,326.4,12,229896.73000000007,Low spender,1,1008,Low Frequency
10456004,219,44.6,314.45000000000005,209,211310.84000000014,Low spender,1,1009,Low Frequency
12639242,279,35.4,324.57,286,226639.5700000001,Low spender,1,1010,Low Frequency
7116564,119,39.60000000000001,327.24999999999994,130,230550.73000000007,Low spender,1,1011,Low Frequency
10915329,199,47.00000000000001,328.15,247,231861.85000000006,Low spender,1,1012,Low Frequency
11003340,276,35.94,328.1599999999999,320,232190.01000000007,Low spender,1,1013,Low Frequency
9879570,84,104.40000000000003,328.2,252,232518.21000000008,Low spender,1,1014,Low Frequency
11436054,173,56.62000000000001,320.69,273,221795.92000000013,Low spender,1,1015,Low Frequency
11676840,146,67.46000000000002,320.58,252,221154.61000000013,Low spender,1,1016,Low Frequency
12653674,198,102.65,329.25,374,234161.99000000008,Low spender,1,1017,Low Frequency
10337418,134,50.02,316.7,288,215102.95000000013,Low spender,1,1018,Low Frequency
5978797,116,28.599999999999994,314.1,132,210682.17000000013,Low spender,1,1019,Low Frequency
10396746,256,50.919999999999995,327.3,144,230878.03000000006,Low spender,1,1020,Low Frequency
13307952,313,41.13000000000001,327.97,336,231533.70000000007,Low spender,1,1021,Low Frequency
34876985,153,266.3999999999998,337.74999999999994,975,249496.16000000006,Low spender,1,1022,Low Frequency
8540415,113,52.730000000000004,338.7100000000001,210,249834.87000000005,Low spender,1,1023,Low Frequency
12271644,197,53.24000000000001,330.11,220,236799.81000000006,Low spender,1,1024,Low Frequency
5958304,100,56.599999999999994,330.9,132,238453.54000000007,Low spender,1,1025,Low Frequency
11029240,228,126.82000000000001,331.18,320,239446.72000000006,Low spender,1,1026,Low Frequency
15749726,283,67.10000000000001,331.24000000000007,319,239777.96000000005,Low spender,1,1027,Low Frequency
8580930,95,81.15,331.95,180,240109.91000000006,Low spender,1,1028,Low Frequency
13672320,245,50.480000000000004,332.29999999999995,336,240442.21000000005,Low spender,1,1029,Low Frequency
10270773,249,40.300000000000004,332.40999999999997,209,240774.62000000005,Low spender,1,1030,Low Frequency
12563451,164,62.96000000000001,333.08000000000004,276,241773.00000000006,Low spender,1,1031,Low Frequency
9852061,84,113.0,329.84999999999997,153,236139.67000000007,Low spender,1,1032,Low Frequency
46469200,473,157.2,336.4299999999999,880,247471.89000000007,Low spender,1,1033,Low Frequency
32314098,246,108.80000000000003,334.53000000000014,798,243442.95000000007,Low spender,1,1034,Low Frequency
22118040,141,101.87000000000005,334.54,480,243777.49000000008,Low spender,1,1035,Low Frequency
8303490,103,70.42999999999999,335.01,135,244112.5000000001,Low spender,1,1036,Low Frequency
12596870,262,51.58000000000002,335.32000000000005,322,244782.9500000001,Low spender,1,1037,Low Frequency
3386256,142,19.59,335.52,60,245118.4700000001,Low spender,1,1038,Low Frequency
8021860,186,34.75,335.8599999999999,140,245454.33000000007,Low spender,1,1039,Low Frequency
13934725,166,94.68,336.03000000000003,275,245790.36000000007,Low spender,1,1040,Low Frequency
49210665,127,269.86999999999995,336.16999999999985,1190,246462.6600000001,Low spender,1,1041,Low Frequency
1737771,136,13.25,336.4,24,247135.46000000008,Low spender,1,1042,Low Frequency
2734160,297,7.24,333.74,60,242440.22000000006,Low spender,1,1043,Low Frequency
5045778,174,30.599999999999998,329.65,99,235480.14000000007,Low spender,1,1044,Low Frequency
11522240,218,55.46,332.66,200,241439.92000000007,Low spender,1,1045,Low Frequency
10870960,189,55.480000000000004,330.78999999999996,180,237791.76000000007,Low spender,1,1046,Low Frequency
12043174,363,33.410000000000004,329.56,220,234820.89000000007,Low spender,1,1047,Low Frequency
10456441,93,96.60000000000001,338.95000000000005,285,250512.62000000005,Low spender,1,1048,Low Frequency
15683983,159,97.24000000000002,344.13999999999993,406,256326.64000000007,Low spender,1,1049,Low Frequency
1674882,78,11.3,339.3,30,250851.92000000004,Low spender,1,1050,Low Frequency
16629780,125,115.46000000000001,339.59999999999997,480,251530.96000000005,Low spender,1,1051,Low Frequency
12132876,157,78.33999999999999,340.11000000000007,294,251871.07000000004,Low spender,1,1052,Low Frequency
4553008,205,60.16,341.36,104,252894.64,Low spender,1,1053,Low Frequency
12581580,158,87.67000000000002,341.70000000000005,308,253236.34000000003,Low spender,1,1054,Low Frequency
56400120,211,227.8699999999999,343.2799999999999,1365,254607.93000000005,Low spender,1,1055,Low Frequency
8576100,176,48.66,337.04,150,248145.89000000007,Low spender,1,1056,Low Frequency
10462338,314,31.040000000000003,343.49999999999994,180,255294.88000000006,Low spender,1,1057,Low Frequency
12024386,222,49.94000000000001,343.61999999999995,220,255638.50000000006,Low spender,1,1058,Low Frequency
22154106,166,114.85000000000002,344.33,468,256670.97000000006,Low spender,1,1059,Low Frequency
32105640,285,98.03000000000006,338.80000000000007,952,250173.67000000004,Low spender,1,1060,Low Frequency
13149528,215,59.74000000000001,344.54,264,257015.51000000007,Low spender,1,1061,Low Frequency
10940520,96,108.05000000000003,344.9000000000001,340,257360.41000000006,Low spender,1,1062,Low Frequency
12480468,192,72.39999999999999,344.99999999999994,264,257705.41000000006,Low spender,1,1063,Low Frequency
5028039,246,15.950000000000001,345.29999999999995,90,258050.71000000005,Low spender,1,1064,Low Frequency
12094068,466,20.86,345.82,315,258741.99000000005,Low spender,1,1065,Low Frequency
10374822,230,34.48,346.12,162,259088.11000000004,Low spender,1,1066,Low Frequency
7863646,232,37.21,337.44,126,248820.67000000007,Low spender,1,1067,Low Frequency
7135934,330,15.34,336.96,130,247808.85000000006,Low spender,1,1068,Low Frequency
35354336,396,139.8,324.24,806,226315.0000000001,Low spender,1,1069,Low Frequency
33423892,232,218.55999999999992,323.03999999999996,812,225018.6900000001,Low spender,1,1070,Low Frequency
7240467,172,37.74999999999999,323.00000000000006,117,224695.65000000008,Low spender,1,1071,Low Frequency
11353080,162,101.35000000000001,322.8,280,224049.6900000001,Low spender,1,1072,Low Frequency
13481550,438,24.96,351.3,350,268866.11,Low spender,1,1073,Low Frequency
6858684,184,24.479999999999997,352.70000000000005,108,269922.86,Low spender,1,1074,Low Frequency
34888685,106,229.5799999999999,353.18999999999994,845,270276.05,Low spender,1,1075,Low Frequency
6959880,121,50.89000000000001,353.27,132,270629.32,Low spender,1,1076,Low Frequency
10580777,135,118.82999999999998,353.43000000000006,228,270982.75,Low spender,1,1077,Low Frequency
12447336,316,33.260000000000005,353.47999999999996,176,271336.23,Low spender,1,1078,Low Frequency
43686776,335,136.94000000000003,354.08999999999986,760,272397.83,Low spender,1,1079,Low Frequency
15950844,128,83.74999999999999,354.15,364,273460.19000000006,Low spender,1,1080,Low Frequency
36450282,173,214.5799999999999,354.7999999999999,792,273814.99000000005,Low spender,1,1081,Low Frequency
5709060,120,29.630000000000003,355.56000000000006,100,275236.75000000006,Low spender,1,1082,Low Frequency
24177762,213,79.92999999999999,355.5300000000002,588,274525.63000000006,Low spender,1,1083,Low Frequency
55744263,166,257.8,367.92999999999984,1166,290798.6000000001,Low spender,1,1084,Low Frequency
7637266,236,26.199999999999996,348.2000000000001,168,261521.94000000006,Low spender,1,1085,Low Frequency
16204243,118,142.1,384.7999999999999,377,316461.85000000027,Low spender,1,1086,Low Frequency
47283332,259,148.66000000000005,380.4699999999999,1394,308042.0800000002,Low spender,1,1087,Low Frequency
13106208,126,117.75,380.5,264,308422.5800000002,Low spender,1,1088,Low Frequency
12494566,208,81.92,381.32000000000005,322,310326.8900000002,Low spender,1,1089,Low Frequency
8139345,150,61.00000000000001,382.50000000000006,135,311855.6900000002,Low spender,1,1090,Low Frequency
25370400,146,159.01999999999995,382.79999999999995,660,312238.49000000017,Low spender,1,1091,Low Frequency
9321515,554,29.560000000000006,383.34,221,313004.8600000002,Low spender,1,1092,Low Frequency
11555817,198,68.2,366.1,252,290064.4400000001,Low spender,1,1093,Low Frequency
11428260,185,59.49,351.13000000000005,240,268514.81,Low spender,1,1094,Low Frequency
12155052,179,63.74000000000001,350.9,273,267812.57,Low spender,1,1095,Low Frequency
12648367,425,36.71,350.75000000000006,230,267461.67,Low spender,1,1096,Low Frequency
10353252,211,71.4,363.65,266,284956.98000000016,Low spender,1,1097,Low Frequency
7073235,64,99.10000000000001,363.7,117,285320.68000000017,Low spender,1,1098,Low Frequency
32793026,167,167.40999999999997,363.78999999999996,928,285684.47000000015,Low spender,1,1099,Low Frequency
12089847,191,76.51000000000002,363.95,357,286412.3200000002,Low spender,1,1100,Low Frequency
10333512,278,35.53,364.22,306,286776.54000000015,Low spender,1,1101,Low Frequency
11898243,84,134.2,364.5,273,287141.04000000015,Low spender,1,1102,Low Frequency
9873918,160,56.300000000000004,364.80000000000007,144,287870.5600000001,Low spender,1,1103,Low Frequency
9696744,191,62.730000000000004,365.27,180,288235.83000000013,Low spender,1,1104,Low Frequency
12030606,240,102.94000000000001,365.4500000000001,273,288966.73000000016,Low spender,1,1105,Low Frequency
5534080,154,35.68,357.9800000000001,90,278093.44000000006,Low spender,1,1106,Low Frequency
3376662,160,12.5,356.0,72,275592.75000000006,Low spender,1,1107,Low Frequency
22610406,223,85.06000000000002,366.23,546,290430.6700000001,Low spender,1,1108,Low Frequency
29411190,221,103.61000000000003,351.1099999999999,612,268163.68,Low spender,1,1109,Low Frequency
26131095,748,34.72999999999998,348.79999999999995,675,263265.36,Low spender,1,1110,Low Frequency
11932998,214,56.609999999999985,348.99,252,263963.16,Low spender,1,1111,Low Frequency
4443968,193,28.800000000000004,349.1,112,264312.25999999995,Low spender,1,1112,Low Frequency
11403210,199,79.92,349.27000000000004,273,264661.52999999997,Low spender,1,1113,Low Frequency
13992784,314,64.00000000000001,458.9199999999999,260,410229.29000000056,Low spender,1,1114,Low Frequency
12668883,23,73.50000000000003,73.50000000000003,184,3840.8599999999997,Low spender,1,1115,Low Frequency
14205100,282,46.92000000000001,349.70000000000016,375,266059.82999999996,Low spender,1,1116,Low Frequency
5366210,298,17.520000000000003,350.05999999999995,100,266409.88999999996,Low spender,1,1117,Low Frequency
9375823,139,83.05000000000001,383.45000000000005,187,313388.31000000023,Low spender,1,1118,Low Frequency
23530105,72,318.18999999999977,357.20999999999987,615,277377.69000000006,Low spender,1,1119,Low Frequency
16406373,172,87.41000000000003,303.93,348,189058.7100000002,Low spender,1,1120,Low Frequency
7428551,884,6.83,384.08,156,315308.13000000024,Low spender,1,1121,Low Frequency
11157500,203,47.72999999999999,371.89000000000004,260,295989.4300000001,Low spender,1,1122,Low Frequency
34540860,262,140.67000000000004,373.24,900,297852.0300000001,Low spender,1,1123,Low Frequency
10237122,436,58.30000000000001,379.14000000000004,288,304242.84000000014,Low spender,1,1124,Low Frequency
9111792,117,103.97000000000001,373.94,192,298599.6200000001,Low spender,1,1125,Low Frequency
2181724,128,16.150000000000002,374.0,56,298973.6200000001,Low spender,1,1126,Low Frequency
6588216,155,42.28,374.57,180,299348.1900000001,Low spender,1,1127,Low Frequency
12357268,246,86.03,375.0,198,300097.89000000013,Low spender,1,1128,Low Frequency
6750840,301,39.28,375.09999999999997,144,300472.9900000001,Low spender,1,1129,Low Frequency
5372360,91,53.49,375.69000000000005,90,301224.0300000001,Low spender,1,1130,Low Frequency
12351506,162,70.50000000000001,371.79999999999995,345,295245.6600000001,Low spender,1,1131,Low Frequency
15506562,782,16.48,375.86000000000007,487,301599.8900000001,Low spender,1,1132,Low Frequency
41380848,189,193.46000000000012,377.01,1080,302730.1200000001,Low spender,1,1133,Low Frequency
13024003,159,138.47,378.64,276,303863.7000000001,Low spender,1,1134,Low Frequency
